,track_id,track_name,artists,track_genre,popularity,valence,energy,mood
54280,6CdUgvL597jWmW4w8P5kHs,Fine,TAEYEON,k-pop,69,0.311,0.565,angry
54281,3YfG9ch4qcYbDhwVtDuzQm,"Thuli Thuli (From ""Paiya"")",Yuvan Shankar Raja;Haricharan;Tanvi Shah,"k-pop, pop-film",56,0.634,0.528,happy
54282,4ozRjRsmzHBWtH7h0mhj1w,Uchimandai,Vijay Antony;Krishna Iyer;Shoba Chandrasekar;Charulatha Mani;Shakthisree Gopalan,k-pop,55,0.917,0.824,happy
54283,79EUmflIk7DJaunxnWhK32,"Aarariraro(From ""Raam"")",Yuvan Shankar Raja;K. J. Yesudas,"k-pop, pop-film",55,0.507,0.398,calm
54284,2RZtx21gOL0GwRxd23T3S6,Valaiyosai,Ilaiyaraaja;S. P. Balasubrahmanyam;Lata Mangeshkar,"k-pop, pop-film",56,0.435,0.404,sad
54285,0kkkNUhAlQwm2WyMMt63qo,Malare,Vidyasagar;S. P. Balasubrahmanyam;S. Janaki,k-pop,55,0.614,0.44,calm
54286,5JZGFSGzpRkEksBPu8n1kY,Edhirthu Nill,Yuvan Shankar Raja;G. V. Prakash;D. Imman;Vijay Antony;Thaman S,"k-pop, pop-film",56,0.606,0.755,happy
54287,7fGcPKzKiXAVL0mqesq4dT,Suthudhe Suthudhe,Yuvan Shankar Raja;Karthik;Sunitha Sarathy,k-pop,54,0.591,0.844,happy
54288,0f6cGe7JVOKXfTUZCvj43L,Saayndhu Saayndhu,Ilaiyaraaja;Yuvan Shankar Raja;Ramya NSK,k-pop,55,0.295,0.386,sad
54289,0Ne4nzvVi5FQXwiYCkjUqX,"Mayilrage (From ""Ah…Aah"")",Madhusree;Naresh Iyer,k-pop,55,0.724,0.654,happy
54290,04fYoQSUTfPhVjyW8aXkix,En Jannal Vandha,Yuvan Shankar Raja;Roshini;Priya Hemesh;Divya Vijay,"k-pop, pop-film",56,0.624,0.654,happy
54291,6chviF7naWfxVOF91dkdqb,Thamarai Poovukum,Vidyasagar;Krishnachandar;Sujatha,k-pop,55,0.744,0.708,happy
54292,4zTC9Wy4tMWvXeRaJwTHqH,Vaanam Mella,Ilaiyaraaja;Bela Shende,k-pop,55,0.509,0.434,calm
54293,4XcxgZSriCYamtIA7BgT7V,BTBT,B.I;Soulja Boy;DeVita,k-pop,69,0.509,0.664,happy
54294,6wBpO4Xc4YgShnENGSFA1M,Sour Grapes,LE SSERAFIM,k-pop,77,0.72,0.801,happy
54295,5mdWIwsJAzR97ShGkt8gcR,New thing (Prod. ZICO) (Feat. Homies),ZICO;HOMIES,k-pop,78,0.663,0.865,happy
54296,3ObPkJQAgjAhTwYvDhPrAW,Blue Hour,TOMORROW X TOGETHER,k-pop,73,0.746,0.82,happy
54297,1qQpPLrf24dlipQw32Oo0b,Jaan - E - Jigar Jaaneman,Anuradha Paudwal;Kumar Sanu,k-pop,54,0.728,0.72,happy
54298,7eVu7FI02cTicLEgVtUvwF,ZOO,TAEYONG;JENO;HENDERY;YANGYANG;GISELLE,k-pop,71,0.629,0.923,happy
54299,0CguRnSNJQQR5ydaT8vU7R,Mere Baba,Jubin Nautiyal,k-pop,54,0.629,0.768,happy
54300,1QpwvWMQGdOgA8MXXfgs4H,DICE,NMIXX,k-pop,82,0.628,0.798,happy
54301,28rMrOeusmuvjDuf6j3Kwg,Main Duniya Bhula Doonga,Anuradha Paudwal;Kumar Sanu,k-pop,56,0.648,0.716,happy
54302,1s2BVgfna5AW7LCw9rf02r,Taal Se Taal,Alka Yagnik;Udit Narayan,k-pop,55,0.614,0.532,happy
54303,1Z8TPHiKeCUyClxV6WTTIf,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,k-pop,74,0.484,0.836,angry
54304,6T4o4xEh61CpgM9v4jG5DJ,"3RACHA (Bang Chan, Changbin, HAN)",Stray Kids,k-pop,75,0.627,0.856,happy
54305,7GARzfC1mwhDuk4t9WOACq,MORE,j-hope,k-pop,74,0.306,0.722,angry
54306,3xPrsPOz6k3DvWCstjXDMu,Solli Tholaiyen Ma,Dhanush,k-pop,54,0.45,0.743,angry
54307,52CBUrIdyf8tbZaUY9iawE,After School,Weeekly,k-pop,71,0.738,0.928,happy
54308,2qQpFbqqkLOGySgNK8wBXt,FANCY,TWICE,k-pop,76,0.775,0.874,happy
54309,6mzF8HvHdVrzJNd8M1uFCS,Beautiful,Crush,k-pop,69,0.219,0.41,sad
54310,3hm4axDodp2jFEDohQfXxV,It's You,Henry,k-pop,68,0.279,0.468,sad
54311,3bjg5cbmuwDoS7e2dAWyRG,Butterfly,BTS,k-pop,70,0.291,0.776,angry
54312,6NfXjIsNGXaRaDzdbdxY4m,Jo Bhi Kasmein,Alka Yagnik;Udit Narayan,k-pop,55,0.732,0.668,happy
54313,1dMN2vSRoKEGnIjDOmzmrz,The Happiest Girl,BLACKPINK,k-pop,67,0.548,0.352,calm
54314,0tjHAK7MZ91hhtCI8C7FHq,Pinju Pinju Mazhai,Yuvan Shankar Raja;Sid Sriram,k-pop,52,0.654,0.649,happy
54315,4ghGrdxwqLA6ZoCiu0u4IR,Don't Know What To Do,BLACKPINK,k-pop,66,0.409,0.64,angry
54316,0cx3DUvLuL7iTJ6aUzAZNx,Happy,All Ok,k-pop,52,0.602,0.604,happy
54317,0ogQLrVggiaPUbHmRX5LqY,"Kadhal Aasai (From ""Anjaan"")",Yuvan Shankar Raja;Sooraj Santhosh,k-pop,54,0.358,0.826,angry
54318,2AeMA6k7ocfbYDZqq8NdV7,Koi Fariyaad,Jagjit Singh,k-pop,54,0.325,0.439,sad
54319,1HshHZrFIF5MRXWCZntOPr,CHILL,Stray Kids,k-pop,74,0.522,0.923,happy
54320,0XuepwFJUcKN8T5zTqoP0F,Back Door,Stray Kids,k-pop,73,0.653,0.842,happy
54321,3G1aAxWS2Nd17FQs4PWV6X,Run,BTS,k-pop,70,0.55,0.878,happy
54322,3XEoa8R8XtnVV67uurLZsJ,"Aedho Saigirai (From ""Vaamanan"")",Yuvan Shankar Raja;Javed Ali;Sowmya Raoh,k-pop,54,0.366,0.64,angry
54323,2QI91Tq1F2Tl0slIaSegs1,GOT MY NUMBER,Monsta X,k-pop,63,0.513,0.474,calm
54324,25MHcbjvSdcfTiFgbKJiZF,Inner Child,BTS,k-pop,70,0.33,0.696,angry
54325,2S41NYKvhfm94DbWLjLUmH,Karigalan,Vijay Antony;Surchith;Sangeetha Rajeshwaran,k-pop,54,0.773,0.832,happy
54326,1acxzJSLNUISeYPGa5IOZ3,Too Shayar Hai Main Teri Shayari,Alka Yagnik,k-pop,54,0.692,0.739,happy
54327,70XnKsO3UnIT4FnEwChQXx,= (Equal Sign),j-hope,k-pop,73,0.708,0.75,happy
54328,7DEKa5Z7Cl8s3Y7imb88OM,The Truth Untold (feat. Steve Aoki),BTS;Steve Aoki,k-pop,71,0.169,0.422,sad
54329,6gdhAfSwSyWOgF5dUIJDUk,"Nattu Sarakku - Language: Tamil; Film: Pudukkottaielerunthusaravanan; Film Artists: Dhanush, Aparna",Dhanush,k-pop,54,0.916,0.741,happy
54330,3tP6QKbXvtrxiDI7QwKyUf,STAY,BLACKPINK,k-pop,71,0.343,0.432,sad
54331,34OSqW5ULWxmCEMjJ1ZgVW,Anpanman,BTS,k-pop,70,0.757,0.876,happy
54332,2kAZP4MIGCitpBHn358pgU,"Meherezylaa - From ""Maanaadu""",Yuvan Shankar Raja;Bhavatharini;Rizwan,k-pop,53,0.387,0.721,angry
54333,4t2lPMOLcSRgbI2fZ7iYve,"Aathadi Manasudhan (From ""Kazhugoo"")",Yuvan Shankar Raja;Priya Hemesh,k-pop,52,0.353,0.476,sad
54334,6O734u9qnz6B4gWMyszWhi,Silver Spoon,BTS,k-pop,71,0.536,0.879,happy
54335,7rwZD6MHLSuF2d9h5bnZPz,"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",Alka Yagnik;Kumar Sanu,k-pop,55,0.874,0.696,happy
54336,6KhAXXgDtEEahVzATvFNcn,Moon,BTS,k-pop,70,0.64,0.646,happy
54337,59SBaFrtyppqNhyzDpKx3j,Ammadi Aathadi,Yuvan Shankar Raja;Silambarasan TR;T. Rajendar;Suchitra;Mahathi,k-pop,53,0.699,0.829,happy
54338,1jZZm43y7RPuwjJQ5LrGHe,Jump,BTS,k-pop,67,0.763,0.974,happy
54339,4ePEjnKNSifPi60lYnJvoK,"Aisi Deewangi (From ""Deewana"")",Alka Yagnik;Vinod Rathod,k-pop,54,0.619,0.755,happy
54340,4nVUk0Ff9fKbeNQHaYlnyw,Kitta Nerungi Vaadi,Vijay Antony;Sukhwinder Singh;Gayathri,k-pop,54,0.802,0.813,happy
54341,6j8i9SWR1MG6XpwqxFhmJy,Vaa Vaa En Devadhai,Vidyasagar;Madhu Balakrishnan,k-pop,54,0.901,0.683,happy
54342,4co1QFnOx9cpKRp3Ru6eJF,Azhagaai Pookkuthey,Vijay Antony;Janaki Iyer;VV Prassanna,k-pop,54,0.356,0.522,angry
54343,1dfsPqH09vnzUWEOsN98Ex,28 Reasons,SEULGI,k-pop,78,0.488,0.651,angry
54344,6t7WriKgVszATnrdBKSUAf,Just One Day,BTS,k-pop,69,0.301,0.713,angry
54345,55Ctj6nVfobn9AcPe6sLG2,Like,BTS,k-pop,72,0.783,0.723,happy
54346,2RIFyeYTPMHesJsWPW2Z8v,Kisi Se Pyar Ho Jaye,Jubin Nautiyal,k-pop,53,0.498,0.58,angry
54347,5xrtzzzikpG3BLbo4q1Yul,LILAC,IU,k-pop,73,0.75,0.89,happy
54348,1lhm29o3syw122xynSKaAK,Love Me Like That,Sam Kim,k-pop,71,0.461,0.294,sad
54349,7eYJ9NjhLPtCjyoJfWpfMr,"Phir Mulaaqat (From ""Cheat India"")",Jubin Nautiyal;Kunaal-Rangon,k-pop,53,0.29,0.539,angry
54350,56Ne0akGQ4GHPxS9MOL57G,Nazar Ke Samne,Anuradha Paudwal;Kumar Sanu,k-pop,53,0.526,0.51,happy
54351,0VPVC9SAd50YMPhHfCz7F6,Tip Tip Barsa Paani,Alka Yagnik;Udit Narayan,k-pop,53,0.691,0.874,happy
54352,3lrNsPdn98i6rxO142pLT6,O.O,NMIXX,k-pop,75,0.285,0.767,angry
54353,3lT4SlZVvqLhMeiuBv7gHW,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]",Jubin Nautiyal,k-pop,53,0.284,0.252,sad
54354,1IG0qJeHJRbPPv5iK51TfI,Don't Worry,All Ok,k-pop,51,0.661,0.685,happy
54355,2ZMkjvuOQOD9HLplTDjbTA,XOXO,JEON SOMI,k-pop,66,0.527,0.611,happy
54356,7fzH38ofOIvZQwAQucwsKn,Kitni Bechain Hoke,Alka Yagnik;Udit Narayan,k-pop,53,0.738,0.814,happy
54357,4ROdFnoZNn2RTmwct0cVpx,Love Maze,BTS,k-pop,71,0.759,0.876,happy
54358,2cUzIBGMvx2BZ2Q1fzjdl1,NUNU NANA,Jessi,k-pop,68,0.504,0.689,happy
54359,6HAbPNraOVHwShFFtRVTik,DUMB DUMB,JEON SOMI,k-pop,63,0.383,0.748,angry
54360,3YOWyqQrUPaVn0jxUFqYZb,Akele Hain To Kya Gam Hai,Alka Yagnik;Udit Narayan,k-pop,54,0.634,0.355,calm
54361,5thheALMKZqEl479BxqAnL,Dil Laga Liya Maine,Alka Yagnik;Udit Narayan,k-pop,55,0.917,0.935,happy
54362,4HkipUaRTXwhDqstRFz9oB,Povodhe Prema,Yuvan Shankar Raja,k-pop,52,0.11,0.492,sad
54363,1e5W7XCQSyGlq3Lg0l4HBV,Maine Pyar Tumhi Se Kiya Hai,Anuradha Paudwal;Kumar Sanu,k-pop,53,0.8,0.634,happy
54364,4gdiCHNbwugojBqr5Jt3pq,WA DA DA,Kep1er,k-pop,74,0.685,0.907,happy
54365,4TkknEEgy9mpbDtSA9ZrKV,"Ae Zindagi Gale Laga Le - Take, 1",Ilaiyaraaja;Amit Trivedi;Arijit Singh,k-pop,52,0.386,0.712,angry
54366,2WTHLEVjfefbGoW7F3dXIg,Girls,aespa,k-pop,78,0.65,0.974,happy
54367,5C6A1WXVfKvBBQmaFFnBgs,Best Of Me,BTS,k-pop,69,0.469,0.756,angry
54368,3dGnykeZl6O95Tjoe2h9pt,Panjaa,Yuvan Shankar Raja,k-pop,51,0.738,0.877,happy
54369,078fJxqEUz0LvbHSM6AoXJ,SUPER BOARD,Stray Kids,k-pop,73,0.412,0.87,angry
54370,6Fnvi5QnVkTskSzeRvvQds,Telepathy,BTS,k-pop,70,0.57,0.669,happy
54371,3FnDv33WrrMtuEr7hNR3ev,Boy in Luv,BTS,k-pop,67,0.474,0.947,angry
54372,7pgrtaEuvl8zpBC80CDKYS,Gazab Ka Hai Din,Alka Yagnik;Udit Narayan,k-pop,53,0.649,0.278,calm
54373,0NFjUVEW0ndIiodGuMhHQU,Ready For Love,BLACKPINK,k-pop,64,0.551,0.682,happy
54374,4QDpsNBlllaLGj8zbF2EE0,Charmer,Stray Kids,k-pop,74,0.731,0.762,happy
54375,1Wcr8zrKqbUX0zwN8Dbr16,In the morning,ITZY,k-pop,72,0.722,0.814,happy
54376,3Ys2PYl1wyPKQIwyqhP9cQ,Stay Gold,BTS,k-pop,68,0.582,0.634,happy
54377,33vfE5bxDMHpOFHMSgxehR,"Can't Stop (Seungmin, I.N)",Stray Kids,k-pop,73,0.79,0.87,happy
54378,60dbY1IYizdQQVhC4QTyEc,Dil Chahte Ho,Jubin Nautiyal;Payal Dev,k-pop,53,0.225,0.399,sad
54379,5KGQ4YAwDV8YolJhbFPSuT,"Where Is the Party (From ""Silambattam"")",Yuvan Shankar Raja;Mukesh;Priyadharshini,k-pop,53,0.668,0.92,happy
54380,7CQhZA3qNDZBoTKWqjD7gR,Give Me Your TMI,Stray Kids,k-pop,74,0.824,0.862,happy
54381,4b5m9ozBsFjIhDbg0IRpbL,Thenpandi Cheemayile,Ilaiyaraaja;Kamal Haasan,k-pop,53,0.388,0.217,sad
54382,4XFNtx84dAt6jxKEniIVuY,Aedho Saigirai,Yuvan Shankar Raja;Javed Ali;Sowmya Raoh,k-pop,53,0.366,0.641,angry
54383,1LxpfJKJuEqAA6vhzaQOKS,Tere Pyar Ko Salam O Sanam - Jhankar Beats,Alka Yagnik,k-pop,0,0.445,0.87,angry
54384,1A1YlVucS5hugYaeWXfCA8,Mankatha Theme Music,Yuvan Shankar Raja,k-pop,52,0.202,0.375,sad
54385,2Wkm4JBcIV2uSuu4qlbqFN,Dionysus,BTS,k-pop,68,0.588,0.91,happy
54386,7jPCPDYoiaKeK7cgNGpIzq,Dope,BTS,k-pop,68,0.62,0.89,happy
54387,2X3UgVLSA4wYriGIQyYmMA,Answer : Love Myself,BTS,k-pop,69,0.45,0.793,angry
54388,3EeyaFOWvqer0qaEMrFyAz,"Yedho Ondru Ennai (From ""Paiya"")",Yuvan Shankar Raja,k-pop,52,0.256,0.447,sad
54389,6nQp6Nxx1SwpOkze3Jf1Wo,Nenjai Kasakki,Yuvan Shankar Raja;Udit Narayan;Suchitra,k-pop,52,0.661,0.65,happy
54390,3vli2UCALTW8ujkqWpiyk8,Aambalaikum Pombalaikum,Yuvan Shankar Raja;Krishnaraj;Velmurugan;Sathyan,k-pop,53,0.767,0.682,happy
54391,0wHFktze2PHC5jDt3B17DC,First Class,Jack Harlow,k-pop,79,0.332,0.582,angry
54392,73VzVNv23PBqUPyqxRHMZR,Pyaar Tune Kya Kiya,Jubin Nautiyal,k-pop,52,0.382,0.602,angry
54393,5BqBeEwb9sqUtRLKyzgQQe,Tu Meri Zindagi Hai,Anuradha Paudwal;Kumar Sanu,k-pop,53,0.592,0.56,happy
54394,3U4DN2lz0IPxewpymAS1ZK,Meri Mai,Jubin Nautiyal;Payal Dev;Manoj Muntashir,k-pop,52,0.887,0.807,happy
54395,1VfUpyKz9uN7et8t6Qhe7v,Dil Lauta Do,Jubin Nautiyal;Payal Dev,k-pop,52,0.334,0.53,angry
54396,4iJyTp1KwCeBKhf7h0SwsD,REALLY REALLY,WINNER,k-pop,64,0.581,0.77,happy
54397,5Yk5pn38SvDWN0cIv3lLNz,Govind Bolo,Jubin Nautiyal,k-pop,52,0.592,0.484,calm
54398,5ajXGmJGBs1IOEgvsVmPWB,Good Morning,All Ok,k-pop,50,0.0752,0.633,angry
54399,6dG2zPUOWXk3eMC7Hb3wh3,DUMB DUMB,JEON SOMI,k-pop,59,0.406,0.734,angry
54400,2QZe2H1f03t5PJWEMg2Mbe,UGH!,BTS,k-pop,69,0.333,0.824,angry
54401,3UUY5QQuhs48YjWihSA0ha,Yaakinge 2,All Ok;Arvind KP;Divya Urduga;Raghu Vine Store,k-pop,51,0.531,0.545,happy
54402,2zrhoHlFKxFTRF5aMyxMoQ,Next Level,aespa,k-pop,74,0.82,0.852,happy
54403,2B5hlXEiWAqZ9U6GwuyBSk,Bedardi Se Pyaar Ka,Jubin Nautiyal;Meet Bros.,k-pop,52,0.403,0.637,angry
54404,66eUlx0WYK1Jc56bIinkF9,Kitna Pyaara Hai,Alka Yagnik;Udit Narayan,k-pop,52,0.881,0.828,happy
54405,5npCUsfrlhdyjxyCa32maW,Christmas EveL,Stray Kids,k-pop,67,0.878,0.777,happy
54406,3nZr2Anx8AEkI3thetbBzP,Barsaat Ho Jaaye,Jubin Nautiyal;Payal Dev;Rashmi Virag,k-pop,52,0.784,0.908,happy
54407,2xeaHUnzzT5Kc974OQt1kA,SHOOT!,ITZY,k-pop,67,0.907,0.762,happy
54408,4gZGAVECoiutzp64KSHNjE,MIC Drop,BTS,k-pop,67,0.541,0.889,happy
54409,1nWB8isqs2tviWk20G5pow,Lie,BTS,k-pop,70,0.501,0.779,happy
54410,38wTTpiltGsXGslrWMVmbw,Gali Mein Chand - Happy,Alka Yagnik,k-pop,52,0.624,0.402,calm
54411,2eQAL7TZCiU1nXM3avyXtC,Too Mera Hero Hai,Anuradha Paudwal;Manhar Udhas;Laxmikant–Pyarelal,k-pop,52,0.578,0.407,calm
54412,10nnCsc6unlme3bImINZV3,Aisi Deewangi,Alka Yagnik;Vinod Rathod,k-pop,52,0.619,0.755,happy
54413,3AgMOlgdrG9RJXDWifcjVd,Bet You Wanna (Feat. Cardi B),BLACKPINK;Cardi B,k-pop,64,0.649,0.688,happy
54414,1o8MqUvBiDIXxof2TuuPSX,Kitna Pyaara Tujhe Rabne Banaya,Alka Yagnik;Udit Narayan,k-pop,52,0.835,0.695,happy
54415,3JeLa5o0NxQjQHhVYaTLV0,CIRCUS (Korean Ver.),Stray Kids,k-pop,70,0.703,0.795,happy
54416,517jKnHDXP1tjEb4VV4s1U,Aval Appadi Onrum,Vijay Antony;Vineeth Sreenivasan;Ranjith;Janaki Iyer,k-pop,51,0.521,0.522,happy
54417,77feKtBcyhRv4SE2u6dd9R,Ee Raathale,Yuvan Shankar Raja;Harini Ivaturi,k-pop,52,0.551,0.528,happy
54418,78iiDXq2EBsTwnnJJWCuLy,Chithi Na Koi Sandesh-Jagjit Singh,Jagjit Singh,k-pop,51,0.598,0.57,happy
54419,0VFWGbcDfPMFjXxjZJ9vgd,"Mother Song (From ""Valimai"")",Yuvan Shankar Raja;Sid Sriram;Vignesh Shivan,k-pop,51,0.436,0.536,angry
54420,62UqZv8jJwfXpKENrnk8OJ,Arere Vaanaa,Yuvan Shankar Raja;Rahul Nambiar;Saindhavi,k-pop,51,0.641,0.681,happy
54421,7AqdmyhxeYqwfwW52TTPdF,Vethalaiya Potendi,Yuvan Shankar Raja;Shankar Mahadevan,k-pop,51,0.821,0.948,happy
54422,5kVjNlwI6vDvbuYJohhUqh,Kannai Vittu,Yuvan Shankar Raja,k-pop,51,0.958,0.806,happy
54423,3TZ7NHkMT82AhwuYsd00Hz,Your eyes tell,BTS,k-pop,68,0.258,0.491,sad
54424,0wqqe8k13bJPxRt7FEmnwS,So What,BTS,k-pop,68,0.461,0.883,angry
54425,4Qnhgqm32HUt8rIOqURZ1w,Aye Zindagi Gale Lagaa Le,Ilaiyaraaja;Suresh Wadkar,k-pop,52,0.428,0.39,sad
54426,1Rrj7KyS2R6SP9CQMDJW1w,VERY NICE,SEVENTEEN,k-pop,73,0.879,0.898,happy
54427,5iIpbD34k4wnuRMZDNnuWf,I'm Not Cool,HyunA,k-pop,66,0.656,0.845,happy
54428,6BskTMfDjXVzeqQHOau5Vi,Epilogue: Young Forever,BTS,k-pop,67,0.386,0.815,angry
54429,37nOpaUof3d4Xsmr6moAiI,Magic Shop,BTS,k-pop,61,0.278,0.661,angry
54430,6A5wFryRTfXaihsdLwA31C,"Hai Mera Dil (From ""Josh"")",Alka Yagnik;Udit Narayan,k-pop,52,0.565,0.43,calm
54431,3LP4QpKptfe2yEC7oG5iNa,"Ennai Vittu (From ""Love Today"")",Yuvan Shankar Raja;Sid Sriram,k-pop,52,0.3,0.388,sad
54432,2FyWvKLqK8jpysuxQ228so,Kovakkara Kiliye,Yuvan Shankar Raja;Tippu;Sujatha,k-pop,51,0.832,0.728,happy
54433,7bQ7f7KtXZ5Tcnj0UDUAtp,Kanmani,Kamal Haasan;S. Janaki,k-pop,51,0.67,0.298,calm
54434,4HBDcyTmazbfvNchzmKTC1,Pachchai Vanna,Yuvan Shankar Raja,k-pop,51,0.446,0.689,angry
54435,0MOJU1KKbcDTgkdUtLs8G3,Aaye Ho Meri Zindagi Mein - Female Version,Alka Yagnik,k-pop,53,0.922,0.754,happy
54436,1oen3GpTcA486fTHaT7neg,FOREVER 1,Girls' Generation,k-pop,79,0.297,0.871,angry
54437,096wyG5zJ7oUaZqOCGmmqH,Machaan Machaan,Yuvan Shankar Raja;Ilaiyaraaja;Bela Shende,k-pop,51,0.817,0.682,happy
54438,6wH3AP7b01vpzKYRJhreMy,Black Swan,BTS,k-pop,62,0.489,0.757,angry
54439,6TBJkXHPhu3EsMk1bshwuI,ONLY,LeeHi,k-pop,77,0.151,0.296,sad
54440,6S2gYweMmT6xygVh5q3QLa,House of Cards - Full Length Edition,BTS,k-pop,69,0.384,0.668,angry
54441,43wLf5iwEFm65mp6K06kVy,Bawara Mann,Jubin Nautiyal;Neeti Mohan,k-pop,51,0.338,0.454,sad
54442,2X45nVBeYzmDlrXji9Av0Q,"Love, Maybe",MeloMance,k-pop,67,0.631,0.731,happy
54443,3QSjVPObHxuAJc3E5nrjRn,VILLAIN,K/DA;Madison Beer;Kim Petras;League of Legends,k-pop,74,0.306,0.634,angry
54444,6ydJWVk3yC0CqlCEPpIabx,Samandar,Jubin Nautiyal;Shreya Ghoshal,k-pop,51,0.716,0.901,happy
54445,0Z99Xe1lGBmq60RwJ5YU18,PING PONG,HyunA&DAWN,k-pop,68,0.863,0.87,happy
54446,2xtP8RNbo2BEMzLX7tK7aq,CRY FOR ME,TWICE,k-pop,73,0.419,0.692,angry
54447,5ysBBGHvIGTqgQb5xdL3Lf,Anymore,JEON SOMI,k-pop,65,0.45,0.549,angry
54448,1ehags7lQMM1qX94VJkoaf,Not Shy,ITZY,k-pop,70,0.56,0.911,happy
54449,2lyh5kOAC98ZJikzYSZN8n,He Ram He Ram,Jagjit Singh,k-pop,51,0.697,0.276,calm
54450,6Upu6yjkdi0DVI8E3IBZEU,Don't Wanna Cry,SEVENTEEN,k-pop,71,0.722,0.683,happy
54451,0BTaaKT4RMbs5M73tOHX5Y,Alcohol-Free,TWICE,k-pop,72,0.702,0.909,happy
54452,6vo0dV9t7PCQZKsLFwVwZ5,Darl+ing,SEVENTEEN,k-pop,70,0.483,0.686,angry
54453,0jFHMDRXxKaREor3hBEEST,Gashina,SUNMI,k-pop,67,0.53,0.833,happy
54454,77Da7nPpG4Kfy2rPfVzOBU,Engleesu Lovesu,Dhanush;Jonita Gandhi,k-pop,50,0.654,0.537,happy
54455,6oUqIyDXN04IgkeKHl7yL5,Choli Ke Peeche,Alka Yagnik;Ila Arun,k-pop,52,0.962,0.81,happy
54456,3vAncbML0jhNrp63DKhsCo,Round And Round,HEIZE;Han Suji,k-pop,59,0.504,0.687,happy
54457,3dI59jLoFMjMAyUAyRZnkE,BANG BANG BANG,BIGBANG,k-pop,68,0.428,0.843,angry
54458,2NKkRdLnT1aI0W8YqtTkOu,Tere Naam,Alka Yagnik,k-pop,51,0.586,0.775,happy
54459,3dbLT62Cvs46Ju7a8gpr36,Savage,aespa,k-pop,74,0.671,0.879,happy
54460,0RQhpA5lD1GyM7lO2tdmbO,Yedho,Yuvan Shankar Raja;S.P. Charan,k-pop,50,0.368,0.351,sad
54461,7ruWC3ciPppmxlZnjOPhVn,Ek Pyar Ka Naghma Hai - Shor,Jagjit Singh;Deepak Pandit;Laxmikant–Pyarelal,k-pop,51,0.522,0.416,calm
54462,0mZI1NpihIVcho2f9MmqSW,Trivia 轉 : Seesaw,BTS,k-pop,69,0.674,0.791,happy
54463,1NHl9g36Ebu3g16y0vtUNV,Fly To My Room,BTS,k-pop,67,0.588,0.526,happy
54464,2pPbzZbeEcAHhGcdsRe2ml,O Aaye Tere Bhawan,Anuradha Paudwal;Sonu Nigam,k-pop,51,0.964,0.683,happy
54465,2HOYjQd1Znu5vORQ0grHjh,Ek Do Teen,Yuvan Shankar Raja;Suriya;Andrea Jeremiah,k-pop,50,0.719,0.672,happy
54466,30YLyzfEjMQsXj4ZFslAmT,Make It Right,BTS,k-pop,63,0.259,0.706,angry
54467,7HYJqAMbKDJYRyEfUGOCBB,I'm Fine,BTS,k-pop,68,0.303,0.84,angry
54468,3dDEqZAgmnMGeTh8sRueI4,Dheere Dheere Pyar Ko,Alka Yagnik;Kumar Sanu,k-pop,51,0.801,0.451,calm
54469,5EgYDyMDCi8X0zDydTF7Rb,Heartbeat (BTS World Original Soundtrack),BTS,k-pop,66,0.307,0.716,angry
54470,3dn1dBimUAxhJtXnzljrWO,Yedhedo Ennangal,Yuvan Shankar Raja;Shweta Mohan,k-pop,50,0.95,0.915,happy
54471,3sls5U5570lGpLiEKTpMGl,Jai Ganesh Deva,Anuradha Paudwal,k-pop,52,0.741,0.768,happy
54472,1PSz9VCtLOo4sgcFluNMPu,Mayam Seidhayo,Vijay Antony;Sangeetha Rajeshwaran,k-pop,50,0.951,0.659,happy
54473,4o3Ao6wY5fbJR32fQKabfQ,Dope,BTS,k-pop,64,0.678,0.896,happy
54474,14FlUUB2fyxHFLQ7PYGrqp,Sudasuda Thooral,Yuvan Shankar Raja,k-pop,50,0.274,0.729,angry
54475,24nK8tW7Pt3Inh2utttuoG,HIP,MAMAMOO,k-pop,71,0.824,0.731,happy
54476,1fzAokzOONl4XEPUFoammu,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik;Arijit Singh,k-pop,52,0.415,0.519,angry
54477,0TdWVbcerMAcvljXrl9gpG,Stay,BTS,k-pop,67,0.341,0.693,angry
54478,6XeJ4zrJoEGr3jbgO6duJl,En Nenjil,Yuvan Shankar Raja;Sadhana Sargam,k-pop,50,0.585,0.658,happy
54479,39uStmR57jzQn1faGRpMos,Idhu Kaadhala,Yuvan Shankar Raja,k-pop,49,0.536,0.584,happy
54480,1jostbOkEqtpldYbXICP7k,"Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui"")",Anuradha Paudwal;Kumar Sanu,k-pop,52,0.707,0.636,happy
54481,2Hdoffi3Ynk12njFM3OT2T,Raja Raja Chozhan,Ilaiyaraaja;K. J. Yesudas,k-pop,51,0.826,0.331,calm
54482,45LZkeAJNMpiMCCBcb2sep,Where Is the Party,Yuvan Shankar Raja;Mukesh;Priyadharshini,k-pop,51,0.668,0.92,happy
54483,0ggtoVGwW9HerJzpnjV100,Sorgame Endralum,Ilaiyaraaja;S. Janaki,k-pop,51,0.719,0.737,happy
