,track_id,track_name,artists,track_genre,popularity,tfidf_input
47770,1JqVkjt28jeJY9cL4ioboU,Closer X Channa Mereya,Pranish VP,indian,49,indian calm medium upcoming
47771,2IE9zIcy8yE9yCE6VBQhWj,Ale,Pritam;Neeraj Shridhar;Antara Mitra,indian,49,indian happy medium upcoming
47772,6BF9qGTbwHweKyit2gEtsa,"Bulleya (From ""Ae Dil Hai Mushkil"") - Reprise",Pritam;Arijit Singh;Shilpa Rao,indian,50,indian happy slow upcoming
47773,1AwVVK2Qxqwmm0hxj5d8Gs,kyun hota hai?,Tanmaya Bhatnagar,"indian, indie",48,indian indie angry medium upcoming
47774,2C6l8EGcbfcLXu0mWfAadB,Chup Chup Ke,Shankar;Ehsaan;Loy;Sonu Nigam;Mahalakshmi Iyer;Gulzar,"indian, jazz",48,indian jazz angry medium upcoming
47775,1nl7j1l4X0OHg9L4YytAa6,Kal Ki Hi Baat Hai,Pritam;KK,indian,49,indian sad medium upcoming
47776,3Qvp6nDPHp70nejdyYR4Nw,Shor,Arijit Anand,"indian, indie, singer-songwriter, songwriter",48,indian indie singer-songwriter songwriter sad slow upcoming
47777,02tWxsxgRYdquJqB4eT8Rv,Shyama Meghame - Reprised Version,Sanah Moidutty,"indian, indie, indie-pop",50,indian indie indie-pop angry medium upcoming
47778,0MjW6RXyiW4zIBKubIghx5,Agar Mai Hota Bhagwan,Nazz,indian,49,indian happy fast upcoming
47779,2dZyFNtUz3IIBzUZmSu5z8,Toh Dishoom,Pritam;Raftaar;Shahid Mallya,indian,49,indian happy fast upcoming
47780,24jAP7IKsGWoZzQUmwE8Mm,Moonu Bgm,Narhen Ellalan;Ramanan Nathan,indian,49,indian sad slow upcoming
47781,4JiaYXeF1BjoiNdLtM1yUD,Phir Se Shuru,Ashu Shukla,"indian, singer-songwriter, songwriter",49,indian singer-songwriter songwriter sad fast upcoming
47782,4NtaQSiRgkQ2Af8GSW0B0t,Billo Rani,Pritam;Anand Raj Anand;Richa Sharma,indian,50,indian happy medium upcoming
47783,1YIxsDMuhobzdKetn6VHKW,Jiyein Kyun - Bollywood Lo-Fi;Chill;Remix,Axonn,indian,48,indian angry medium upcoming
47784,50Emj7dvfU5NTCQsS7ECJ7,"Ek Tukda Dhoop (From ""Thappad"")",Raghav Chaitanya;Anurag Saikia,"indian, singer-songwriter, songwriter",49,indian singer-songwriter songwriter sad medium upcoming
47785,33vhuNbI4A5BcXBYcw9wZx,Mit Jaaye Gham (Dum Maaro Dum),Pritam;Anushka Manchanda,indian,49,indian happy medium upcoming
47786,5RmrLfHUfvcStOAUXQr5TJ,Kiska Rasta Dekhen - The Unwind Mix,Shashwat Singh,indian,7,indian sad medium emerging
47787,0Gb6ci1GDk8FZD58mB8kii,Vennila Chandana Kinnam - Recreated Version,Sanah Moidutty,"indian, indie, indie-pop",50,indian indie indie-pop sad medium upcoming
47788,2VEyI38e4bZ1uNpKawXRjG,Arupathu Ayidichu,Manikka Vinayagam;Malkudi Subha,indian,49,indian happy slow upcoming
47789,4M7pu2MwyGysZM4deGXueq,Aisa Des Hai Mera,Madan Mohan;Lata Mangeshkar;Udit Narayan;Javed Akhtar,indian,51,indian happy slow mainstream
47790,1hd4I7yByPS8RAmc9dM9lH,Chaand Baaliyan - Lofi Flip,Silent Ocean;Aditya A,indian,49,indian sad slow upcoming
47791,3mFDF0ulC4tyOFC4bB67Kd,Lambi Judai,Pritam;Richa Sharma,indian,49,indian happy medium upcoming
47792,5N1ede3QcEvtJNtM1een6B,Fish Rock,Thaikkudam Bridge,"indian, indie, indie-pop, malay, rock",47,indian indie indie-pop malay rock angry fast upcoming
47793,6IjeHG6oLIkZeSq2SMEAtd,Blush,Taba Chake,"indian, indie, singer-songwriter, songwriter",47,indian indie singer-songwriter songwriter sad slow upcoming
47794,2rjCLFdX8n9xLoMZgdMMxt,Kya Tum Naraaz Ho? (Raw),Tanmaya Bhatnagar,"indian, indie, singer-songwriter, songwriter",46,indian indie singer-songwriter songwriter sad medium upcoming
47795,6sXuvZ3kEJFSDZwrpZZuSI,Jee Karda,Pritam;Labh Janjua;Suzie Q,indian,47,indian happy medium upcoming
47796,0NsYZt7iTFoLMw3pZTQEDQ,Nindiya Re - Studio Version,Kaavish,"indian, indie, indie-pop, rock",50,indian indie indie-pop rock calm medium upcoming
47797,6cmPjiylmkjv2wiBCx2AHz,Rab Raakha,The Yellow Diary,"indian, indie, indie-pop, rock",47,indian indie indie-pop rock angry medium upcoming
47798,3rVBZoeJT4lIr1S9EeENtc,Ullu Ka Pattha,Pritam;Arijit Singh;Nikhita Gandhi,indian,48,indian happy medium upcoming
47799,4mYrbFGkk5u3bnDhTj0jAO,Raatein,Jasleen Royal,"indian, singer-songwriter, songwriter",49,indian singer-songwriter songwriter sad medium upcoming
47800,2aUZaQ3ZFxh63KpSBfHNnZ,Nadaaniyaan,Pritam;Arjun Kanungo;Lisa Mishra,indian,48,indian angry medium upcoming
47801,4H7S2ogSxUrX9bMv3a2O2K,Just to Be With You,Prateek Kuhad,"indian, indie, singer-songwriter, songwriter",47,indian indie singer-songwriter songwriter calm fast upcoming
47802,6PwONWQ1wxb3jhXzbEumNH,Toh Kya,Seedhe Maut;Sez on the Beat,"indian, indie",49,indian indie happy fast upcoming
47803,0i5eB2ygjiqAuz9kwYsYiK,Arcade X Dil Ko Karaar Aaya,Pranish VP,indian,48,indian sad slow upcoming
47804,44DFFra1iTFvIGpzVlRHFx,Sang Hoon Tere,Pritam;Nikhil D'Souza,indian,49,indian angry slow upcoming
47805,1H5TcdTdMYvOfJ31SAA6H5,Kaisey Jiyun,The Local Train,"indian, indie, indie-pop, rock",48,indian indie indie-pop rock angry fast upcoming
47806,119ZRPeJ540NUGoUD8LkMe,Kalank (Bonus Track),Pritam;Arijit Singh;Shilpa Rao,indian,48,indian angry medium upcoming
47807,7p9Gp8xvXI1oiXEvPBYMy1,Jhumritalaiyya,Pritam;Arijit Singh;Mohan Kannan,indian,48,indian happy slow upcoming
47808,2L2YNB3YIletW4fUtwphDv,Shayad - Reprise,Pritam;Arijit Singh;Madhubanti Bagchi,indian,49,indian angry medium upcoming
47809,1veNS1osFHTWf2G6q5AbuQ,Shikayatein,Mohan Kannan;Amitabh Bhattacharya,"indian, indie, indie-pop",48,indian indie indie-pop sad slow upcoming
47810,4URmwPTiCb6M7eiyYaZPtg,Phir Kabhi - Lofi,Emrose Percussion,indian,48,indian angry fast upcoming
47811,0ldzwWfM7vVxZ9bmxK3Q8m,"Galti Se Mistake (From ""Jagga Jasoos"")",Pritam;Arijit Singh;Amit Mishra,indian,49,indian happy fast upcoming
47812,6SkO0Mnxcevv0oXY4PHKVr,Main Ki Karaan?,Pritam;Sonu Nigam;Romy,indian,49,indian sad medium upcoming
47813,6URZh0L8qZ3v7q5EzPFE7A,Doobey - Lofi Flip,VIBIE;OAFF;Savera;Lothika;Kausar Munir,indian,47,indian sad medium upcoming
47814,3jtW19tQGOBnp8gAAOWHaD,Ye Tune Kya Kiya Lofi Flip,Silent Ocean;Sanish Nair;Ravikiran,indian,48,indian sad slow upcoming
47815,06C6QABI5ChBAsw95J9oTo,Mohobbat Zindabad,Ankur Tewari;The Ghalat Family;Karsh Kale,"indian, indie, indie-pop, singer-songwriter, songwriter",47,indian indie indie-pop singer-songwriter songwriter happy medium upcoming
47816,6cCLkL72zw70bOVV88D0Ep,Na Kehna Tum,Dream Note,"indian, indie",49,indian indie sad medium upcoming
47817,6n92iq9Kni83H6IroZ3RJJ,Abcd -Yaariyan,Pritam;Benny Dayal;Shefali Alvares;Yo Yo Honey Singh,indian,47,indian happy medium upcoming
47818,4tQeEHoii36QEGOEacAybz,Ranjha - Reprise,Jasleen Royal;B Praak;Romy;Anvita Dutt,"indian, singer-songwriter, songwriter",50,indian singer-songwriter songwriter sad slow upcoming
47819,5hL9yKGJAMUxfwsjFnJ0aR,Khud Se,Osho Jain,"indian, indie, singer-songwriter, songwriter",47,indian indie singer-songwriter songwriter sad fast upcoming
47820,5udGjYNG57hYIUD61rfcGL,Kahan Woh Din Gaye,Dream Note,"indian, indie",48,indian indie sad medium upcoming
47821,7d5Sk1Omu1qfyOPnlPO9d1,Aaya Tere Dar Par,Madan Mohan;Ahmed Hussain;Mohd. Hussain;Javed Akhtar,indian,49,indian happy medium upcoming
47822,5TgUA7EeMusDPjtnN26GuM,Apna Har Din,Pritam;Shaan;Anushka Manchanda,indian,48,indian happy medium upcoming
47823,0WUo5DnZJLrCuCwVT0T2gH,Uden Jab Jab Zulfen Teri,VICKY SINGH,indian,47,indian calm medium upcoming
47824,64zeTLKn5flc0t74NeApXQ,Haari Main Haari,Karthik Rao;Shilpa Surroch,"indian, indie, singer-songwriter, songwriter",47,indian indie singer-songwriter songwriter sad medium upcoming
47825,4gzNmOoLoDxZABu1W8FOrc,Meri Maa,Pritam;KK,indian,48,indian angry slow upcoming
47826,3gJxSEQtZ08xpRuAMdynHW,Dheere Se,The Yellow Diary,"indian, indie, indie-pop",47,indian indie indie-pop angry fast upcoming
47827,3bFORvJYwT9dX2qMGgKTn3,Gehraiyaan - Skeletron Remix,OAFF;Savera;Skeletron;Lothika;Ankur Tewari,"indian, indie, indie-pop",48,indian indie indie-pop angry slow upcoming
47828,5qlsGohL4JSjYFYnCsljHM,Rung,Shamoon Ismail,"indian, indie, indie-pop",50,indian indie indie-pop sad medium upcoming
47829,0Qs67RelQ1FHAPkVBUoTDu,Meri Khamoshi Hai,Anupam Roy,"indian, indie, indie-pop, k-pop, singer-songwriter, songwriter",49,indian indie indie-pop k-pop singer-songwriter songwriter sad medium upcoming
47830,2bGCXKKxk0FyTwYeJooaJH,Khush to Hai Na,Osho Jain,"indian, indie, singer-songwriter, songwriter",46,indian indie singer-songwriter songwriter sad fast upcoming
47831,4jQkn21WCZ7g1NS2wMQeoi,Hasi - Lofi Flip,KSW;Ami Mishra,indian,47,indian sad slow upcoming
47832,1BVlbuPTabrUN73h7LgyaY,Meri Tum Ho (Unplugged),Pritam;Jubin Nautiyal;Ash King,indian,47,indian sad slow upcoming
47833,6Fvdk2eTzxEa9JsUUa1kP2,Maaeri,Palash Sen;Euphoria,"indian, indie",48,indian indie angry slow upcoming
47834,5qG6pu4Vq9f7wB0NAso4UN,Ghumshudaa (Lofi Flip) [feat. King],King Shubh;King,indian,47,indian angry slow upcoming
47835,4NXCb9SiScRgMqlUnPwdKE,Chaska,Pritam;Krishna;Url;Anvita Dutt,indian,47,indian happy medium upcoming
47836,4g4VMpPM8CJAL38LeXl97p,Tum Jo Aaye (Reprise),Pritam;Rahat Fateh Ali Khan,indian,47,indian happy slow upcoming
47837,0S2qrCbW0FusG69XrE0FGO,"Hoye Ishq Na (From ""Tadap"")",Pritam;B Praak;Dino James,indian,47,indian angry slow upcoming
47838,4SjCFYcyUxsitFDpVINqxA,Anaadi,Seedhe Maut;Sez on the Beat,"indian, indie",47,indian indie angry medium upcoming
47839,4rIv0uUnxs5hVZfe5t9SNs,Alizeh,Pritam;Arijit Singh;Ash King;Shashwat Singh,indian,47,indian angry slow upcoming
47840,3qToa7nSnKh49amY8uWS3B,Sajdaa - Lofi Flip,Deepanshu Ruhela;Rahat Fateh Ali Khan;Shankar Mahadevan;Richa Sharma;Shankar-Ehsaan-Loy,indian,48,indian angry fast upcoming
47841,4xWBa63JWfBQ9P7yReHtps,Channa Mereya,Pritam;Arijit Singh,indian,49,indian happy medium upcoming
47842,56dhkwFTzbq3AS54dguEEH,Khabar,Twin Strings,"indian, indie",47,indian indie sad medium upcoming
47843,7gFu2zjthH2zPbyl4uHLpr,Galti Se Mistake,Pritam;Arijit Singh;Amit Mishra,indian,47,indian happy fast upcoming
47844,7cvByqy8euqE4DYLO6b3EU,Naach Meri Jaan,Pritam;Kamaal Khan;Nakash Aziz;Dev Negi;TUSHAR JOSHI,indian,47,indian happy fast upcoming
47845,2KDR0VRWbQ88LQ1cdi8T3z,Dilnawaz,The Local Train,"indian, indie, indie-pop",47,indian indie indie-pop angry slow upcoming
47846,1OBOW5jFnqpieVQFsxu2P9,Dhoom Machale Dhoom,Pritam;Aditi Singh Sharma;Sameer Anjaan,indian,51,indian happy medium mainstream
47847,330vcLQSoOetyGLe426JSU,Fikar Not,Pritam;Nakash Aziz;Dev Negi;Amit Mishra;Amitabh Bhattacharya;Sreerama Chandra;Antara Mitra,indian,47,indian happy fast upcoming
47848,2kzu7owHDr3Lkcd0NOqimF,"Tur Kalleyan (From ""Laal Singh Chaddha"")",Pritam;Shadab Faridi;Altamash Faridi;Arijit Singh,indian,48,indian angry slow upcoming
47849,0UXswv8EK5264CWxS0tLNF,Boba Tunnel,Anupam Roy,"indian, indie, indie-pop, k-pop, singer-songwriter, songwriter",49,indian indie indie-pop k-pop singer-songwriter songwriter angry medium upcoming
47850,5ffq553Rljxn9pbFM0hIJH,Te Amo x Tera Hone Laga Hoon - Acoustic,NIRAJ,indian,47,indian sad medium upcoming
47851,3umwWCeZn5TrYw8PMDaL8w,Heartless - Lofi Flip,Silent Ocean;Badshah;Aastha Gill,indian,47,indian sad fast upcoming
47852,4VgUJ2kOgdrCWf8gF0puHK,Noor-Kasauli,Amartya Bobo Rahut,"indian, singer-songwriter, songwriter",46,indian singer-songwriter songwriter calm slow upcoming
47853,3wAXK2nhnsS6vdnGQ0Dph0,Tere Janey Ke Baad,Dream Note,"indian, indie",48,indian indie sad slow upcoming
47854,4yWEl7boNZlIUQ32enHCsi,Baatein Kuch Ankahee Si - Unplugged,Pritam;Suhail Kaul,indian,47,indian sad medium upcoming
47855,0bdsLmlWCuTmFUoW4kswvB,Na Tum Jano Na Hum (ReVibe),Ashwin Adwani,"indian, singer-songwriter, songwriter",46,indian singer-songwriter songwriter angry medium upcoming
47856,0LbP2VQncT9J8ac3psAH2w,Teri Dastaan,Jasleen Royal;Neeraj Rajawat,"indian, singer-songwriter, songwriter",48,indian singer-songwriter songwriter sad slow upcoming
47857,0VsdGpccIWa7h8sYZmaO0G,Kaagaz Ki Naav,Last Minute India,"indian, indie",46,indian indie angry medium upcoming
47858,5wwQmWZtmEoV8XSm05zQvA,Teri Meri Baatein,Anupam Roy,"indian, indie, indie-pop, k-pop, singer-songwriter, songwriter",49,indian indie indie-pop k-pop singer-songwriter songwriter angry medium upcoming
47859,2p9P80g69GvL8fcIaBC7nu,Kinare,Mohan Kannan,"indian, indie, indie-pop",48,indian indie indie-pop sad fast upcoming
47860,5DdwOYaO8qF9wEphjjmFM0,Main Aur Tum,Rono,"indian, singer-songwriter, songwriter",46,indian singer-songwriter songwriter sad fast upcoming
47861,6hFeEa1XPaw2bbHi8eFt4x,Ek Din,Raman Negi,"indian, indie",46,indian indie happy medium upcoming
47862,0HDm8hVrpUDAXLmvortmoy,Jaadoogari,Anand Bhaskar Collective,"indian, indie",45,indian indie happy fast upcoming
47863,3PMQvsVUEOMWsEGsSGG0aA,Marz,The Yellow Diary,"indian, indie, indie-pop",46,indian indie indie-pop angry slow upcoming
47864,1ojx892F09kNzzLyMGTsma,Tujhi Mein,Pritam;KK,indian,46,indian angry medium upcoming
47865,5JbvDBWAFvOnlr53Q9cD5P,Humse Khafa,Suzonn,"indian, indie, singer-songwriter, songwriter",44,indian indie singer-songwriter songwriter sad fast upcoming
47866,5JAwFXFkQ7JmOGsot0i8oR,Trigger,Carryminati;Vibgyor,indian,47,indian sad fast upcoming
47867,2mGLeZbDtP3umwzzxg8NC1,Parda,Pritam;Sunidhi Chauhan;Rana Mazumder,indian,47,indian happy medium upcoming
47868,1JelKGBph8gon106Wqjwu2,Jab Tum Miley,Abhilasha Sinha,"indian, singer-songwriter, songwriter",46,indian singer-songwriter songwriter sad medium upcoming
47869,2rAJ3PA5JGMktxYiSg53Um,Tabaah Ho Gaye,Pritam;Shreya Ghoshal,indian,49,indian angry medium upcoming
47870,4W7pOUPJeuuo8hkklQtqu0,Tera Deedar Hua - From the Heart,Pritam;Javed Ali,indian,46,indian happy medium upcoming
47871,5z6FodPrcFqUjJbeAPpjXT,Afghan Jalebi (Ya Baba),Pritam;Asrar;Akhtar Chinnal,indian,48,indian happy medium upcoming
47872,6Nqg57G2JkMimLblrb1TY5,Woh Din (Film Version),Pritam;TUSHAR JOSHI,indian,46,indian happy slow upcoming
47873,0op7p4Q6gFh44KKeTaKocv,Tu Aisa Kaise Hai,Osho Jain;Sanchi,"indian, indie, singer-songwriter, songwriter",45,indian indie singer-songwriter songwriter sad medium upcoming
47874,5yYgGkyYJmmSwRp3caFplJ,Radha,Pritam;Shahid Mallya;Sunidhi Chauhan,indian,48,indian happy medium upcoming
47875,1rF10RiXObJ87wMVakLeQy,Te Amo (Jay's Lofi),Jay Kava,indian,46,indian angry medium upcoming
47876,0Lb2HpsqNvADo6h3WCSxW4,O'Meri Laila - Radio Version,Joi Barua,"indian, indie",46,indian indie happy medium upcoming
47877,5UGdqRiBzhgjddkzAwphFy,Bewafa Nikli X Aaja ve Mahiya - Lofi- Slowed & Reverb,H Dixit;DJ Lense;Lofi Person,indian,46,indian angry fast upcoming
47878,3kNhbi9ebsthSZYKvoBeve,Tu Hi Toh Hai,Pritam;Benny Dayal,indian,46,indian happy medium upcoming
47879,3nB2Jr5rarSZJZfNyRZKgN,295 - Lofi Mix,Dr LoFi,indian,46,indian angry slow upcoming
47880,4SO6wIaoA218qacHPN3S9s,Chitta Lofi Flip,Swattrex;Hardik Chauhan,indian,45,indian sad fast upcoming
47881,47MHBmlAtYaMF5sZ42ju1y,"Kun Faya Kun (Bollywood Lofi,Chill)",Axonn,indian,46,indian angry slow upcoming
47882,3rAtGIxBoLvcWtZeoJ0Q72,Deh Shiva (Female Version),Jasleen Royal,"indian, singer-songwriter, songwriter",47,indian singer-songwriter songwriter sad fast upcoming
47883,0brUwLxgvZUEyddRDfcb2Z,"Janam Janam (From ""Dilwale"")",Pritam;Arijit Singh;Antara Mitra,indian,49,indian angry medium upcoming
47884,2BxKKEOia8xbLOZTOr7YDo,Mera Yaar Meri Daulat,Goldie Khristi,indian,45,indian sad slow upcoming
47885,4gXu137yeVFxHaWnXMxTWJ,Aap Jo Is Tarah Se Tadpayenge,Shantanu Avinashi,indian,46,indian calm slow upcoming
47886,1i7GQJQbWnjpfjSyIQUcn6,Mere Dholna (The Sisters),Pritam;Shreya Ghoshal,indian,47,indian angry medium upcoming
47887,4ucqJxMsTSpzhNMBAZykJa,Bina Tere Koi Dilkash Nazara Hum Na Dekhenge,Shantanu Avinashi,indian,46,indian sad slow upcoming
47888,27N6lqXxjDiylUqHa84fA6,Shape of You - Abheri - Shudha Dhanyasi - Adi Tala - Carnatic Mix,IndianRaga;Mahesh Raghvan;Vinod Krishnan;Aditya Rao,"indian, indie",47,indian indie happy medium upcoming
47889,5gBW4PhXqiUVL8FJ5K9opo,Walk With Me,Taba Chake,"indian, indie, singer-songwriter, songwriter",51,indian indie singer-songwriter songwriter calm slow mainstream
47890,65PWdf2OqMpaV9gowNBCfG,Outside,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,indian,0,indian sad medium emerging
47891,2yUTr48mqvWN8IfDECd2Lf,Mela,Rusha & Blizza,"indian, indie",46,indian indie sad medium upcoming
47892,2yiBcz3D4OUGrGynegqHBZ,Can we kiss Forever,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,indian,0,indian sad medium emerging
47893,2PyOIDf1OSOQR3hG12dtA2,Maribou,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,indian,0,indian sad medium emerging
47894,5r7CAzBvLfBstuZnhnh24M,Hello,Swattrex;The Two Locks,indian,15,indian angry medium emerging
47895,0s8kr3ffO4lW7YxusmRXfu,Zara Sa - Power Ballad,Pritam;KK,indian,46,indian angry slow upcoming
47896,2o0SntuxsbgPcVd7klWWEu,Lost Boy,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,indian,0,indian sad fast emerging
47897,6uDF3Q5Ev1PkyLdEZxqmNr,Drivers License X Soch Na Sake,Pranish VP,indian,45,indian sad fast upcoming
47898,3dHV3qCSzTdVHCgKxpsPiE,Tujhe Sochta Hoon - Lofi Flip,Deepanshu Ruhela;KK;Pritam,indian,45,indian angry fast upcoming
47899,02J3mNwGfcOS7jjAUfzMgV,Aur Tanha,Pritam;KK,indian,46,indian angry fast upcoming
47900,2W6MQ9T5sIIN7b6i0IIjfu,Breakup with your girlfriend,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,indian,0,indian angry fast emerging
47901,5IOHA5S6V94AgIwRm5Q7Aj,Careless whisper,Swattrex;Lofi By Swattrex;Tracer,indian,15,indian angry fast emerging
47902,2smhxINZ5JN7xaERjkL81U,Believer,Swattrex;The Two Locks,indian,2,indian angry medium emerging
47903,7AfGHpDur5SPvUFtsKtyIV,I dont fucking care,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,indian,4,indian sad medium emerging
47904,35ZdObfEYapJvmsBvnEJWr,In a minute,Swattrex;Lofi By Swattrex;Tracer,indian,2,indian happy slow emerging
47905,5ksNp0jX87yHDKNfcj6Gun,Yaad,Swattrex;Jordan Muzik,indian,0,indian happy medium emerging
47906,30nGdB1QBotKi1fxBZTtpt,I am crazy but you like that,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,indian,3,indian sad medium emerging
47907,460N6QN0SM6MMQvjXWPM1B,Jungle,Swattrex;Lofi By Swattrex;Tracer,indian,0,indian sad slow emerging
47908,6i9997Q9R4M7RuqQEHq3ed,Badra Bahara,Vismay Patel,"indian, singer-songwriter, songwriter",47,indian singer-songwriter songwriter sad medium upcoming
47909,55BhqtuMPRai0ci6AjY8PK,Kitna Hai Pyaar,Ashu Shukla,"indian, singer-songwriter, songwriter",45,indian singer-songwriter songwriter sad slow upcoming
47910,6yipH0hUeAf4YPK40k1oIY,Ala Barfi,Pritam;Mohit Chauhan,indian,46,indian happy medium upcoming
47911,0BXzHqVTlb88KmbgM56H70,Sweater Weather,Swattrex;Lofi By Swattrex,indian,0,indian sad medium emerging
47912,7MeRDJk9PagNVRoXpM4kvd,Something Just Like This,Swattrex;The Two Locks,indian,1,indian angry medium emerging
47913,0OmPvl0dMgwjN6XrKdGyv4,"Tere Siva Jag Mein (From ""Tadap"")",Pritam;Shilpa Rao;Darshan Raval;Charan,indian,46,indian happy medium upcoming
47914,2pmufbyTPOHnniooCPJKod,Tu Mera Hogaya Hai,Pritam;Jubin Nautiyal,indian,46,indian happy medium upcoming
47915,0wKiyi7AlxyLo3fiVPX454,"Deva Deva (From ""Brahmastra (Kannada)"")",Pritam;Sanjith Hegde;Arijit Singh;Jonita Gandhi,indian,46,indian happy medium upcoming
47916,7AT9jIs9H7tFjxEXmilL94,Manavyalakinchara (Mist of Capricorn),Agam,"indian, indie",44,indian indie sad slow upcoming
47917,3GnE9RuWJ3DQTA54ELNp6b,Chal Wahan Jaate Hain - Lofi,EXE ROHIT,indian,45,indian sad fast upcoming
47918,1qvoTEJr6bCdSl0l6CuxEz,Kahani (Sonu's Version),Pritam;Sonu Nigam;Amitabh Bhattacharya,indian,47,indian sad fast upcoming
47919,585SYEI9JiuPwTifUycHe0,Mere Sang,Pritam;Sunidhi Chauhan;Sandeep Shrivastava,indian,46,indian happy medium upcoming
47920,2uethdj3Nf5yVNvmbMnZcy,Udd Ja Kale Kanwan,Amandeep Singh,indian,45,indian sad slow upcoming
47921,7AJtoJnHV80IMEHgQs6YvU,Nach Baliye,Shankar;Ehsaan;Loy;Shankar Mahadevan;Sowmya Raoh;Loy Mendonsa;Gulzar,"indian, jazz",47,indian jazz angry medium upcoming
47922,20HrYZPizZt83hnS9Vn3J4,Kaise Kahu - Flipped Version,Anirudh Sharma,indian,45,indian angry medium upcoming
47923,3329kOf7VS9xXjC1LqzEtQ,"Maine tujhe Dekha, Jitni Tu Milti Jaaye (Jhoom)",Rishabh;Poorva Thakur;Enchant Music,indian,45,indian calm fast upcoming
47924,1hQcElFh9jzZnyLPfoMI9G,Aankhein Milayenge Darr Se,Mohan Kannan;Neha Bhasin,"indian, indie, indie-pop",45,indian indie indie-pop happy slow upcoming
47925,6kOuIhlzgPlqlrWPudpSHL,Dhadak Dhadak,Shankar;Ehsaan;Loy;Udit Narayan;Sunidhi Chauhan;Gulzar,"indian, jazz",45,indian jazz happy medium upcoming
47926,4PShfgy75bCYTWb6hNEMPe,Buniyaad,The Yellow Diary,"indian, indie, indie-pop",45,indian indie indie-pop sad medium upcoming
47927,0batCl3oepmbTVooSxedEt,"Rahogi Meri (From ""Love Aaj Kal"")",Pritam;Arijit Singh,indian,45,indian sad slow upcoming
47928,0CawrCDxkBgaR2ImcpQYMm,So Good,OAFF;Kayan,"indian, indie, indie-pop",46,indian indie indie-pop sad fast upcoming
47929,1HuZxrpsW23bySVwsYwUpH,Frontline,OAFF;Lothika,"indian, indie, indie-pop",45,indian indie indie-pop sad medium upcoming
47930,5JjI5hR0isXUV6LjIv6k1o,Kya,Pritam;Neeraj Shridhar,indian,46,indian happy medium upcoming
47931,3DwDpL9QpO5gqPFuHZXUx9,Sukoon,Samar Mehdi,"indian, indie, singer-songwriter, songwriter",44,indian indie singer-songwriter songwriter sad slow upcoming
47932,2cYVtBHkrkk7F2qU2Y7Fn0,Dhoom Machale,Pritam;Sunidhi Chauhan;Sameer,indian,48,indian angry medium upcoming
47933,09ImKoCeK6cYsEJ8zMwGn7,Haan Pyaar Hai,NAALAYAK,"indian, indie, indie-pop",44,indian indie indie-pop sad medium upcoming
47934,082RMdL3KhOLIKX122AV97,Laapata,Subhi;Kanishk Seth,"indian, jazz",44,indian jazz sad fast upcoming
47935,3LdZ1fFzohRUbcNI9sa8jV,Dil Laga Na,Pritam;Sukhbir;Soham Chakrabarthy;Sameer,indian,47,indian angry medium upcoming
47936,4dUOiTUovOCy91uztDlUp3,Favorite Peeps,Prateek Kuhad,"indian, indie, singer-songwriter, songwriter",52,indian indie singer-songwriter songwriter angry medium mainstream
47937,1e9JTfYjUGDFSMfB66Z86y,I Am In Love,Pritam;Karthik,indian,45,indian happy medium upcoming
47938,2ypmJzv6tqEy1ZQBwvK52N,Bhoola na tujhe,Ramil Ganjoo,"indian, indie, singer-songwriter, songwriter",44,indian indie singer-songwriter songwriter sad medium upcoming
47939,5xYIEUJBaja5MUnfc2QYhz,Ashq Na Ho,Pritam;Arijit Singh,indian,45,indian sad fast upcoming
47940,3M31tFw3VQXbndDsColHYZ,Kabhi Toh Paas Mere Aao (Lofi Flip),Jay Kava,indian,45,indian sad medium upcoming
47941,2vIho84nVBakUqtvQPSm0K,Money Heist X Itni Si Baat Hain - Lofi Mix,It's DPK,indian,44,indian sad medium upcoming
47942,6ycrJDMQ4nyCIVlLjeyvZr,"Ami Je Tomar (Tandav Version) [From ""Bhool Bhulaiyaa 2""]",Pritam;Arijit Singh,indian,45,indian sad slow upcoming
47943,6emsLWJ2bu8vCP7BslV76d,Manma Emotion Jaage,Pritam;Amit Mishra;Anushka Manchanda;Antara Mitra,indian,47,indian angry medium upcoming
47944,6ocwTKbnMqlKB5PwA9UPKz,Muskurane - Lofi Flip,KSW;Arijit Singh,indian,45,indian sad medium upcoming
47945,7aB0zaUYVmVGPlN9YDWP3U,Udja Kale Kawa Lofi,Surade|3AM VIBES,indian,44,indian sad medium upcoming
47946,5pMd5QRixmRGmPSSZKn4Ia,You Get Me Rockin & Reeling,Pritam;Neeraj Shridhar,indian,45,indian happy fast upcoming
47947,5GlPyea0WIbj3PI66a9Dft,Behne Do,Vismay Patel,"indian, singer-songwriter, songwriter",46,indian singer-songwriter songwriter sad medium upcoming
47948,6BQWmYuo5aO5och7iUg6Oj,Raabta (Siyaah Raatein),Pritam;Hamsika;Arijit Singh;Joi,indian,45,indian calm medium upcoming
